technician_id,hospital_id,assigned_hospital_id,name,qualification,phone_number,email_address
2476,271,,Johnny Humphrey,Clinical Trials Coordinator,514-605-2489,johnny.humphrey@healthcare.com
2477,142,,Bryan Cook,Medical Laboratory Assistant,450-508-4617,bryan.cook@hospital.ca
2478,137,,Melissa Morgan,Immunology Technician,450-041-5009,melissa.morgan@medcenter.ca
2479,208,99,Thomas Mcintosh,Immunology Technician,514-018-5605,thomas.mcintosh@healthcare.com
2480,263,,Robert Mcgee,Medical Laboratory Assistant,514-326-2429,robert.mcgee@medcenter.ca
2481,199,,Jennifer Sparks,Quality Control Analyst,514-828-7066,jennifer.sparks@hospital.ca
2482,213,,Samantha Smith,Tissue Typing Specialist,438-002-9387,samantha.smith@labservices.ca
2483,162,27,Mary Strickland,Blood Bank Specialist,450-102-6467,mary.strickland@labservices.ca
2484,236,,John Martin,Blood Bank Specialist,418-645-7851,john.martin@hospital.ca
2485,207,144,Leonard James,Blood Transfusion Officer,450-321-3970,leonard.james@labservices.ca
2486,266,,Yvonne Baird,Hematology Technician,514-138-9492,yvonne.baird@healthcare.com
2487,211,,Christopher Diaz,Certified Phlebotomist,450-397-4761,christopher.diaz@medcenter.ca
2488,,,Anna Jones,Diagnostic Technician,438-542-0996,anna.jones@healthcare.com
2489,263,289,Kayla Lopez,Clinical Research Technician,438-363-2015,kayla.lopez@medcenter.ca
2490,298,,Christopher Wong,Hematology Technician,514-531-0018,christopher.wong@hospital.ca
2491,185,241,Timothy Meza,Clinical Trials Coordinator,450-368-1991,timothy.meza@healthcare.com
2492,257,237,Jeremy Arnold,Clinical Trials Coordinator,438-419-0014,jeremy.arnold@labservices.ca
2493,38,106,Phillip Walters,Immunology Technician,514-656-7435,phillip.walters@healthcare.com
2494,71,44,Thomas Grant,Biomedical Scientist,514-992-7855,thomas.grant@healthcare.com
2495,162,56,Travis Martin,Quality Control Analyst,418-187-0419,travis.martin@healthcare.com
2496,25,,Christine Kline,Hematology Technician,514-744-7625,christine.kline@healthcare.com
2497,83,,Cheyenne Williams,Medical Lab Technician,418-803-3079,cheyenne.williams@hospital.ca
2498,183,,William Jensen,Clinical Laboratory Technologist,418-034-1419,william.jensen@healthcare.com
2499,157,,Paul Lee,Medical Laboratory Assistant,438-799-1460,paul.lee@medcenter.ca
2500,209,,Mary Wood,Blood Transfusion Officer,514-042-2052,mary.wood@labservices.ca
2501,179,,Zachary Schultz,Clinical Trials Coordinator,450-839-9609,zachary.schultz@medcenter.ca
2502,158,,Vanessa Taylor,Serology Technician,514-029-3366,vanessa.taylor@labservices.ca
2503,247,216,Timothy Wall,Certified Phlebotomist,514-095-3423,timothy.wall@hospital.ca
2504,,,Maria Bean,Clinical Trials Coordinator,450-281-0235,maria.bean@labservices.ca
2505,121,69,Lindsey Robinson,Immunology Technician,438-456-6686,lindsey.robinson@hospital.ca
2506,259,,Roy Smith,Diagnostic Technician,450-777-1618,roy.smith@hospital.ca
2507,276,,John Bond,Toxicology Technician,514-193-7460,john.bond@hospital.ca
2508,63,153,James Fields,Tissue Typing Specialist,450-795-1963,james.fields@medcenter.ca
2509,81,,Michael Harrington,Clinical Trials Coordinator,438-061-0196,michael.harrington@hospital.ca
2510,106,,Cindy Hunt,Tissue Typing Specialist,450-439-7896,cindy.hunt@medcenter.ca
2511,191,,Jamie Allen,Quality Control Analyst,514-146-3341,jamie.allen@hospital.ca
2512,232,,David Martinez,Pathology Assistant,418-493-7468,david.martinez@healthcare.com
2513,,214,Carrie Hodges,Serology Technician,418-454-8269,carrie.hodges@hospital.ca
2514,27,43,Laura Hodges,Pathology Assistant,438-032-7655,laura.hodges@hospital.ca
2515,,,Linda Serrano,Blood Transfusion Officer,514-226-9110,linda.serrano@healthcare.com
2516,131,7,Nathan Floyd,Clinical Biochemist,514-846-9963,nathan.floyd@labservices.ca
2517,2,,Marie Massey,Quality Control Analyst,514-864-3658,marie.massey@hospital.ca
2518,150,,Christy Rojas,Clinical Research Technician,418-184-6803,christy.rojas@hospital.ca
2519,32,274,Julie Rivers,Blood Transfusion Officer,450-170-2377,julie.rivers@healthcare.com
2520,62,,Ronald Holloway,Toxicology Technician,514-851-6432,ronald.holloway@healthcare.com
2521,44,227,Nichole Clark,Diagnostic Technician,450-514-7792,nichole.clark@hospital.ca
2522,,,Daisy Fischer,Immunology Technician,418-859-7864,daisy.fischer@medcenter.ca
2523,7,,Kimberly Hester,Medical Laboratory Assistant,438-579-0397,kimberly.hester@hospital.ca
2524,146,,Ronald Vang,Medical Laboratory Assistant,450-502-4668,ronald.vang@medcenter.ca
2525,2,,Amanda Martinez,Laboratory Supervisor,418-913-4448,amanda.martinez@healthcare.com
2526,82,119,Zachary Moore,Clinical Biochemist,418-699-0724,zachary.moore@healthcare.com
2527,208,,Victor Lopez,Medical Lab Technician,418-786-8621,victor.lopez@healthcare.com
2528,,,Wendy Pham,Diagnostic Technician,514-456-2177,wendy.pham@healthcare.com
2529,67,212,Jamie Garcia,Clinical Research Technician,450-316-5512,jamie.garcia@healthcare.com
2530,86,,Tamara Bennett,Clinical Biochemist,438-677-7734,tamara.bennett@hospital.ca
2531,266,,David Hunt,Clinical Laboratory Technologist,514-659-7052,david.hunt@hospital.ca
2532,299,165,Anthony Hernandez,Pathology Assistant,418-516-6511,anthony.hernandez@healthcare.com
2533,133,264,Ryan Bautista,Quality Control Analyst,438-269-3108,ryan.bautista@hospital.ca
2534,43,,Tina Parrish,Blood Transfusion Officer,418-597-9188,tina.parrish@healthcare.com
2535,296,86,Mathew Pratt,Clinical Laboratory Technologist,438-657-0971,mathew.pratt@hospital.ca
2536,222,,Rebecca Burns,Biomedical Scientist,514-749-1037,rebecca.burns@labservices.ca
2537,121,210,Earl Aguirre,Medical Laboratory Assistant,514-831-3191,earl.aguirre@hospital.ca
2538,15,,Amy Butler,Clinical Laboratory Technologist,450-581-0154,amy.butler@hospital.ca
2539,95,105,Ryan King,Diagnostic Technician,450-485-6739,ryan.king@healthcare.com
2540,112,149,Megan Johnson,Toxicology Technician,438-618-8212,megan.johnson@hospital.ca
2541,8,23,David Munoz,Clinical Laboratory Technologist,418-373-7488,david.munoz@medcenter.ca
2542,95,,Cody Morgan,Biomedical Scientist,438-870-9181,cody.morgan@labservices.ca
2543,280,,Alexis Moreno,Toxicology Technician,418-044-7024,alexis.moreno@healthcare.com
2544,143,,Sean Reynolds,Toxicology Technician,450-258-5421,sean.reynolds@medcenter.ca
2545,146,,Veronica Ford,Blood Bank Specialist,514-413-6131,veronica.ford@healthcare.com
2546,74,31,Frank Mendoza,Blood Bank Specialist,514-306-6649,frank.mendoza@hospital.ca
2547,72,,Jeffrey Riley,Blood Transfusion Officer,438-110-8105,jeffrey.riley@healthcare.com
2548,13,,David Gonzalez,Toxicology Technician,450-617-7757,david.gonzalez@hospital.ca
2549,38,,Regina Smith,Tissue Typing Specialist,514-389-3408,regina.smith@medcenter.ca
2550,169,210,Samantha Wilson,Biomedical Scientist,418-724-8902,samantha.wilson@labservices.ca
2551,132,10,Michelle Caldwell,Certified Phlebotomist,450-833-6178,michelle.caldwell@healthcare.com
2552,223,260,Daniel Howard,Immunology Technician,514-695-4280,daniel.howard@labservices.ca
2553,133,,Tyler Morales,Immunology Technician,450-365-8441,tyler.morales@hospital.ca
2554,232,,Thomas Lloyd,Blood Bank Specialist,418-451-3278,thomas.lloyd@healthcare.com
2555,69,,Jeffrey Martin,Laboratory Supervisor,418-243-5687,jeffrey.martin@hospital.ca
2556,,203,Eric Thompson,Blood Bank Specialist,418-827-9297,eric.thompson@hospital.ca
2557,250,,Angela Davis,Clinical Biochemist,450-235-9132,angela.davis@labservices.ca
2558,219,,Amanda Evans,Serology Technician,514-676-0303,amanda.evans@medcenter.ca
2559,282,,Yvette Cook,Hematology Technician,450-482-9999,yvette.cook@medcenter.ca
2560,132,251,Amy King,Certified Phlebotomist,418-590-0577,amy.king@hospital.ca
2561,104,,Laura Leblanc,Laboratory Supervisor,450-052-6975,laura.leblanc@hospital.ca
2562,,,Brittany Burnett,Diagnostic Technician,514-515-3912,brittany.burnett@healthcare.com
2563,293,,April Stevenson,Clinical Biochemist,514-651-6940,april.stevenson@hospital.ca
2564,294,,Suzanne Johnson,Certified Phlebotomist,450-345-7246,suzanne.johnson@labservices.ca
2565,286,,Joseph Edwards,Certified Phlebotomist,438-089-8398,joseph.edwards@healthcare.com
2566,197,,Colin Lopez,Clinical Trials Coordinator,514-160-1719,colin.lopez@labservices.ca
2567,4,31,Kyle Wright,Toxicology Technician,418-523-4185,kyle.wright@healthcare.com
2568,294,218,Christopher Wu,Medical Lab Technician,514-873-7950,christopher.wu@hospital.ca
2569,292,,Rachel Gomez,Pathology Assistant,438-710-3323,rachel.gomez@labservices.ca
2570,,86,Christy Riddle,Medical Lab Technician,514-430-0524,christy.riddle@hospital.ca
2571,249,40,Dr. Jonathan Glover,Biomedical Scientist,514-367-1868,dr.jonathan.glover@hospital.ca
2572,178,166,Peter Brown,Medical Lab Technician,418-145-6028,peter.brown@medcenter.ca
2573,275,117,Joe Contreras,Hematology Technician,450-192-0516,joe.contreras@medcenter.ca
2574,241,,Michael Perkins,Blood Bank Specialist,514-509-1380,michael.perkins@labservices.ca
2575,,,Brooke Richardson,Laboratory Supervisor,438-815-7633,brooke.richardson@labservices.ca
2576,171,246,Courtney Merritt,Immunology Technician,514-354-3200,courtney.merritt@healthcare.com
2577,66,,Patrick Stout,Blood Transfusion Officer,450-416-1582,patrick.stout@medcenter.ca
2578,96,,Xavier Reed,Clinical Biochemist,450-473-0199,xavier.reed@healthcare.com
2579,238,,Dawn Lane,Clinical Research Technician,514-336-3982,dawn.lane@labservices.ca
2580,101,,Dennis Aguirre,Clinical Trials Coordinator,418-746-0283,dennis.aguirre@healthcare.com
2581,137,34,Julia Davis,Hematology Technician,418-099-5703,julia.davis@labservices.ca
2582,,,Christine Garcia,Toxicology Technician,418-964-4120,christine.garcia@labservices.ca
2583,251,,Christopher Mendez,Clinical Research Technician,450-923-8891,christopher.mendez@healthcare.com
2584,24,,Patricia Hart,Clinical Laboratory Technologist,450-414-0310,patricia.hart@labservices.ca
2585,65,1,Nicole James,Medical Lab Technician,450-394-4606,nicole.james@labservices.ca
2586,229,,Jeremy Zimmerman,Serology Technician,418-486-4181,jeremy.zimmerman@medcenter.ca
2587,131,,Jaime Gray,Blood Bank Specialist,438-940-2460,jaime.gray@medcenter.ca
2588,42,,William Martin,Blood Transfusion Officer,438-228-5393,william.martin@labservices.ca
2589,188,244,Kimberly Lane,Blood Bank Specialist,450-474-9497,kimberly.lane@healthcare.com
2590,199,,Justin Adams,Diagnostic Technician,438-755-0967,justin.adams@medcenter.ca
2591,174,,Mike Thompson,Serology Technician,450-456-1038,mike.thompson@labservices.ca
2592,39,,Steven Williams,Quality Control Analyst,514-890-1485,steven.williams@labservices.ca
2593,227,,Sheri Hardy,Clinical Research Technician,514-785-2720,sheri.hardy@medcenter.ca
2594,144,,Nicole Morales,Pathology Assistant,438-338-5174,nicole.morales@hospital.ca
2595,112,202,Matthew Morton,Medical Lab Technician,450-333-5766,matthew.morton@labservices.ca
2596,81,,Meredith Todd,Laboratory Supervisor,514-986-4687,meredith.todd@labservices.ca
2597,257,,Denise Kelly,Clinical Trials Coordinator,514-200-4053,denise.kelly@hospital.ca
2598,196,,Javier Stone,Clinical Research Technician,438-357-2096,javier.stone@medcenter.ca
2599,92,162,Mackenzie Evans,Medical Lab Technician,418-134-1907,mackenzie.evans@labservices.ca
2600,20,166,Ryan Goodwin,Medical Laboratory Assistant,450-850-7037,ryan.goodwin@medcenter.ca
2601,258,,Nicholas Smith,Diagnostic Technician,418-553-1419,nicholas.smith@hospital.ca
2602,240,,Rachel Pearson,Serology Technician,418-855-1339,rachel.pearson@hospital.ca
2603,198,44,Allen Conley,Hematology Technician,450-732-6310,allen.conley@hospital.ca
2604,,,Christopher Jones,Pathology Assistant,418-198-3006,christopher.jones@medcenter.ca
2605,96,,Ronald Smith,Toxicology Technician,438-646-5832,ronald.smith@labservices.ca
2606,270,288,Eric Ruiz,Hematology Technician,438-897-5544,eric.ruiz@labservices.ca
2607,291,,Dennis Johnson,Pathology Assistant,418-632-9844,dennis.johnson@hospital.ca
2608,186,,Katie Rocha,Clinical Laboratory Technologist,418-059-8142,katie.rocha@medcenter.ca
2609,151,,Laura Collins,Certified Phlebotomist,418-865-6499,laura.collins@labservices.ca
2610,220,266,Daniel Fischer,Clinical Biochemist,418-167-5429,daniel.fischer@labservices.ca
2611,93,,Alexander Hernandez,Pathology Assistant,438-813-9555,alexander.hernandez@medcenter.ca
2612,179,219,Regina Woods,Diagnostic Technician,514-122-6362,regina.woods@medcenter.ca
2613,239,,Laurie Warren,Pathology Assistant,438-771-8304,laurie.warren@labservices.ca
2614,191,,David Phillips,Immunology Technician,450-604-6536,david.phillips@medcenter.ca
2615,93,,Chad Stewart,Tissue Typing Specialist,438-885-1434,chad.stewart@hospital.ca
2616,,,Rebecca Baker,Immunology Technician,438-993-0482,rebecca.baker@medcenter.ca
2617,111,,Caitlin Foster,Toxicology Technician,438-050-4582,caitlin.foster@medcenter.ca
2618,296,4,Lisa Diaz,Pathology Assistant,418-136-7459,lisa.diaz@medcenter.ca
2619,267,,John Andrews,Tissue Typing Specialist,514-376-9701,john.andrews@hospital.ca
2620,265,,Robert Snow,Immunology Technician,418-464-8353,robert.snow@medcenter.ca
2621,41,,Jennifer Jenkins,Hematology Technician,514-572-8783,jennifer.jenkins@hospital.ca
2622,189,201,Albert Gonzalez,Clinical Trials Coordinator,418-881-3155,albert.gonzalez@medcenter.ca
2623,270,,Billy Hickman,Pathology Assistant,438-275-1216,billy.hickman@medcenter.ca
2624,168,138,Erica Wiley,Pathology Assistant,514-635-4523,erica.wiley@healthcare.com
2625,164,,Carrie Rogers,Blood Bank Specialist,438-239-9727,carrie.rogers@healthcare.com
2626,11,,Heather Hurley,Clinical Biochemist,438-834-6654,heather.hurley@hospital.ca
2627,84,116,John Davis,Clinical Laboratory Technologist,450-017-3265,john.davis@medcenter.ca
2628,84,,Jason Berry,Quality Control Analyst,514-563-0942,jason.berry@medcenter.ca
2629,,,Ronald Arnold,Biomedical Scientist,418-436-6359,ronald.arnold@medcenter.ca
2630,116,,Alyssa Glass,Laboratory Supervisor,438-795-8788,alyssa.glass@medcenter.ca
2631,243,175,Mrs. Renee Goodman,Clinical Research Technician,450-783-4495,mrs.renee.goodman@medcenter.ca
2632,81,,Karen Wong,Clinical Research Technician,450-198-3917,karen.wong@healthcare.com
2633,256,,Savannah Wood,Toxicology Technician,418-769-3682,savannah.wood@healthcare.com
2634,201,,Julie Olson,Diagnostic Technician,450-268-3853,julie.olson@medcenter.ca
2635,244,290,Betty Lewis,Certified Phlebotomist,418-698-2629,betty.lewis@labservices.ca
2636,10,,Brenda Phillips,Certified Phlebotomist,418-083-3422,brenda.phillips@medcenter.ca
2637,150,,Kenneth Lawson,Tissue Typing Specialist,450-653-6384,kenneth.lawson@labservices.ca
2638,237,64,Patricia Butler,Laboratory Supervisor,514-652-9990,patricia.butler@hospital.ca
2639,12,,Bryan Cameron,Certified Phlebotomist,450-981-1119,bryan.cameron@healthcare.com
2640,,208,Jose Wise,Serology Technician,418-321-1756,jose.wise@hospital.ca
2641,293,,Jay Anderson,Pathology Assistant,418-541-4561,jay.anderson@labservices.ca
2642,177,,Tanner Anderson,Laboratory Supervisor,450-397-4321,tanner.anderson@hospital.ca
2643,2,118,Vincent Smith,Medical Laboratory Assistant,438-710-8605,vincent.smith@medcenter.ca
2644,246,,Randy Parker,Clinical Biochemist,418-518-0734,randy.parker@healthcare.com
2645,,149,Gregory Riggs,Biomedical Scientist,450-150-0058,gregory.riggs@labservices.ca
2646,83,110,Norma Phillips,Clinical Research Technician,438-307-7008,norma.phillips@medcenter.ca
2647,23,,Tiffany Giles,Pathology Assistant,438-027-8692,tiffany.giles@healthcare.com
2648,74,242,Tiffany Moreno,Serology Technician,514-724-5887,tiffany.moreno@medcenter.ca
2649,140,155,Thomas Stokes,Laboratory Supervisor,438-909-1874,thomas.stokes@labservices.ca
2650,16,,Kayla Williams,Medical Lab Technician,438-543-5976,kayla.williams@healthcare.com
2651,194,,William Gregory,Blood Transfusion Officer,450-017-3528,william.gregory@labservices.ca
2652,34,,Grace Roberts,Serology Technician,418-126-7622,grace.roberts@medcenter.ca
2653,202,,Briana Walton,Clinical Trials Coordinator,438-672-0164,briana.walton@labservices.ca
2654,218,212,Carlos Gomez,Pathology Assistant,514-631-1642,carlos.gomez@healthcare.com
2655,29,,Jimmy Hansen,Blood Bank Specialist,514-416-3084,jimmy.hansen@hospital.ca
2656,264,,William Gomez,Clinical Trials Coordinator,438-551-6224,william.gomez@medcenter.ca
2657,128,,Michael Fletcher,Toxicology Technician,514-764-5832,michael.fletcher@labservices.ca
2658,95,,Richard Russell,Tissue Typing Specialist,438-038-0637,richard.russell@healthcare.com
2659,128,,Jeremy Scott,Medical Lab Technician,514-264-8878,jeremy.scott@labservices.ca
2660,230,44,Mary Meyer,Quality Control Analyst,418-442-7249,mary.meyer@hospital.ca
2661,54,138,Carrie Hayes,Clinical Research Technician,438-876-8691,carrie.hayes@hospital.ca
2662,,104,Jacqueline Lee,Immunology Technician,450-784-1670,jacqueline.lee@hospital.ca
2663,61,,Justin Beasley,Clinical Trials Coordinator,438-388-7787,justin.beasley@labservices.ca
2664,,,John Ingram,Immunology Technician,450-843-4899,john.ingram@hospital.ca
2665,171,,Christy Newman,Medical Lab Technician,418-807-0668,christy.newman@healthcare.com
2666,34,,Christopher Jones,Blood Bank Specialist,450-797-0716,christopher.jones@healthcare.com
2667,267,228,Peter Mason,Medical Laboratory Assistant,438-104-3097,peter.mason@labservices.ca
2668,287,211,Philip Hernandez,Toxicology Technician,438-073-9929,philip.hernandez@medcenter.ca
2669,171,,Jessica Hicks,Laboratory Supervisor,514-650-0259,jessica.hicks@hospital.ca
2670,236,,Heather Jordan,Quality Control Analyst,450-689-8309,heather.jordan@hospital.ca
2671,115,,Mr. Michael Gordon,Diagnostic Technician,514-608-9413,mr.michael.gordon@medcenter.ca
2672,143,,Aaron Sanders,Tissue Typing Specialist,418-491-4285,aaron.sanders@hospital.ca
2673,221,,Jeffery Gallagher,Immunology Technician,438-359-6153,jeffery.gallagher@hospital.ca
2674,202,,Douglas Ford,Medical Laboratory Assistant,514-738-9652,douglas.ford@labservices.ca
2675,265,,Sydney Davis,Medical Laboratory Assistant,514-617-4588,sydney.davis@healthcare.com
2676,158,,Andrew Luna,Tissue Typing Specialist,418-452-5903,andrew.luna@hospital.ca
2677,90,176,Jose Rodriguez,Laboratory Supervisor,450-816-6322,jose.rodriguez@hospital.ca
2678,,222,George Cruz,Blood Transfusion Officer,450-999-6477,george.cruz@hospital.ca
2679,226,143,Alexander Moss,Hematology Technician,438-835-4917,alexander.moss@medcenter.ca
2680,5,,Crystal Fox,Clinical Laboratory Technologist,438-997-6551,crystal.fox@labservices.ca
2681,10,,Timothy Cardenas,Serology Technician,450-867-6920,timothy.cardenas@medcenter.ca
2682,3,,Steven Parker,Certified Phlebotomist,418-545-5576,steven.parker@healthcare.com
2683,92,,Brittany Mason,Blood Bank Specialist,514-875-3348,brittany.mason@healthcare.com
2684,140,,David King,Biomedical Scientist,438-125-0738,david.king@medcenter.ca
2685,40,,Edward Solis,Medical Laboratory Assistant,418-209-1884,edward.solis@labservices.ca
2686,18,,James Rios,Laboratory Supervisor,438-058-8093,james.rios@labservices.ca
2687,86,,Daniel Barr,Clinical Biochemist,450-689-1918,daniel.barr@medcenter.ca
2688,101,128,Laura Fields,Tissue Typing Specialist,418-599-1734,laura.fields@medcenter.ca
2689,138,,Jeffrey King,Medical Lab Technician,450-566-6222,jeffrey.king@medcenter.ca
2690,190,,Amanda Brooks,Diagnostic Technician,418-072-1165,amanda.brooks@medcenter.ca
2691,295,,Debra Jones,Medical Lab Technician,418-130-2582,debra.jones@healthcare.com
2692,,,Amy Velez,Quality Control Analyst,418-520-9299,amy.velez@hospital.ca
2693,173,,Mark Boyd,Certified Phlebotomist,418-226-3782,mark.boyd@hospital.ca
2694,,,Christina Davis,Clinical Biochemist,438-672-5497,christina.davis@healthcare.com
2695,37,,Stephen Mcgrath,Certified Phlebotomist,514-232-4415,stephen.mcgrath@healthcare.com
2696,,33,Mark Nichols,Medical Lab Technician,514-974-9282,mark.nichols@healthcare.com
2697,267,,Edward Walker,Immunology Technician,418-253-7001,edward.walker@healthcare.com
2698,185,,Fred Wilson,Blood Transfusion Officer,450-272-6101,fred.wilson@labservices.ca
2699,122,,Christina Cunningham,Clinical Biochemist,514-977-0108,christina.cunningham@medcenter.ca
2700,142,,Wesley Castro,Certified Phlebotomist,418-966-9137,wesley.castro@medcenter.ca
2701,139,,Emily Peters,Diagnostic Technician,450-737-5767,emily.peters@medcenter.ca
2702,97,,Carla Reid,Immunology Technician,450-262-4130,carla.reid@hospital.ca
2703,44,,Brandi Cox,Quality Control Analyst,438-933-3840,brandi.cox@healthcare.com
2704,54,,Thomas Weaver,Medical Laboratory Assistant,514-093-4988,thomas.weaver@hospital.ca
2705,240,,Jessica Rodgers,Medical Laboratory Assistant,450-192-9309,jessica.rodgers@labservices.ca
2706,74,,Darren Johnson,Diagnostic Technician,514-772-7618,darren.johnson@healthcare.com
2707,180,264,Scott Robinson,Clinical Trials Coordinator,450-556-4115,scott.robinson@labservices.ca
2708,277,,Cathy Marshall,Clinical Research Technician,514-219-1674,cathy.marshall@labservices.ca
2709,17,,Pamela Jones,Clinical Laboratory Technologist,450-016-3091,pamela.jones@labservices.ca
2710,208,,Vanessa Norris,Diagnostic Technician,438-730-3647,vanessa.norris@medcenter.ca
2711,270,,Edward Lewis,Clinical Laboratory Technologist,450-870-9970,edward.lewis@healthcare.com
2712,249,65,Patricia Torres,Clinical Research Technician,418-563-8807,patricia.torres@labservices.ca
2713,163,259,Matthew Jones,Medical Lab Technician,418-670-2256,matthew.jones@labservices.ca
2714,95,187,Jeffrey Scott,Clinical Laboratory Technologist,514-022-3459,jeffrey.scott@medcenter.ca
2715,47,,Zachary Yang,Clinical Trials Coordinator,438-866-6760,zachary.yang@healthcare.com
2716,62,218,Michele Brown,Clinical Trials Coordinator,418-977-8224,michele.brown@labservices.ca
2717,41,,David Benjamin,Clinical Laboratory Technologist,418-305-3347,david.benjamin@medcenter.ca
2718,70,,Crystal Meyer,Clinical Biochemist,514-706-5868,crystal.meyer@healthcare.com
2719,6,,Kevin Kelly,Blood Bank Specialist,418-338-2331,kevin.kelly@healthcare.com
2720,282,148,Joanna Murray,Blood Transfusion Officer,418-848-4184,joanna.murray@labservices.ca
2721,27,142,Bradley Griffin,Tissue Typing Specialist,438-693-6043,bradley.griffin@labservices.ca
2722,292,,Mary Levy,Biomedical Scientist,418-285-6478,mary.levy@medcenter.ca
2723,48,,Stephanie Short,Clinical Laboratory Technologist,514-066-1813,stephanie.short@labservices.ca
2724,215,298,Kelly Ross,Medical Laboratory Assistant,514-408-8543,kelly.ross@healthcare.com
2725,43,187,Gregg Morrison,Pathology Assistant,450-629-4697,gregg.morrison@hospital.ca
2726,126,21,James Johnson,Laboratory Supervisor,438-778-2318,james.johnson@healthcare.com
2727,,,Michele Williams,Biomedical Scientist,438-169-4764,michele.williams@hospital.ca
2728,48,,Marissa Lowe,Hematology Technician,514-692-9653,marissa.lowe@hospital.ca
2729,24,117,Sonya Alexander,Diagnostic Technician,450-151-3575,sonya.alexander@healthcare.com
2730,268,38,Patricia Barnes,Serology Technician,438-947-4495,patricia.barnes@labservices.ca
2731,282,,Faith Webb,Quality Control Analyst,418-573-0781,faith.webb@healthcare.com
2732,115,,Joel Jones,Tissue Typing Specialist,514-820-5744,joel.jones@labservices.ca
2733,37,,Brittany Lucas,Clinical Biochemist,418-763-6489,brittany.lucas@hospital.ca
2734,62,159,Nathan Parker,Medical Laboratory Assistant,514-215-9338,nathan.parker@healthcare.com
2735,141,,Victoria Tucker,Diagnostic Technician,450-456-1514,victoria.tucker@medcenter.ca
2736,151,44,Penny Cook,Medical Laboratory Assistant,514-596-8189,penny.cook@healthcare.com
2737,72,,Yolanda Brown,Pathology Assistant,450-048-5808,yolanda.brown@healthcare.com
2738,57,298,Jordan Velez,Clinical Biochemist,438-002-7012,jordan.velez@hospital.ca
2739,82,132,David Mercado,Pathology Assistant,438-110-9179,david.mercado@hospital.ca
2740,149,43,Lindsey Obrien,Clinical Trials Coordinator,438-527-0630,lindsey.obrien@healthcare.com
2741,271,,Breanna Williams,Quality Control Analyst,438-675-5284,breanna.williams@hospital.ca
2742,123,,Adam Morrow,Toxicology Technician,438-631-7295,adam.morrow@labservices.ca
2743,107,91,Dan Zavala,Clinical Research Technician,438-198-3654,dan.zavala@medcenter.ca
2744,268,56,Catherine Mayer,Blood Transfusion Officer,418-888-0159,catherine.mayer@hospital.ca
2745,168,,Jeffrey Wallace,Hematology Technician,450-701-8163,jeffrey.wallace@hospital.ca
2746,,,Lori Rogers,Blood Transfusion Officer,438-793-9177,lori.rogers@healthcare.com
2747,279,74,John Baker,Blood Bank Specialist,450-048-4872,john.baker@medcenter.ca
2748,87,,Amanda Walker,Clinical Biochemist,418-389-9296,amanda.walker@healthcare.com
2749,236,,Shannon Cole,Biomedical Scientist,418-204-9771,shannon.cole@healthcare.com
2750,218,243,Stacy Mason,Medical Laboratory Assistant,438-027-9560,stacy.mason@hospital.ca
2751,,229,James Herring,Immunology Technician,514-569-6494,james.herring@medcenter.ca
2752,198,,Amy Martinez,Clinical Biochemist,438-968-7052,amy.martinez@labservices.ca
2753,77,222,Jessica Blair,Hematology Technician,438-636-7220,jessica.blair@labservices.ca
2754,59,199,Michael Oliver,Diagnostic Technician,514-965-5424,michael.oliver@labservices.ca
2755,255,123,Alicia Delgado,Hematology Technician,514-430-5782,alicia.delgado@hospital.ca
2756,114,,Ryan Walker MD,Clinical Biochemist,438-645-3555,ryan.walker.md@healthcare.com
2757,275,222,Benjamin Cruz,Quality Control Analyst,450-914-3845,benjamin.cruz@labservices.ca
2758,12,,Calvin Sherman,Clinical Laboratory Technologist,438-634-0765,calvin.sherman@medcenter.ca
2759,261,,Omar Rose,Toxicology Technician,450-480-9954,omar.rose@hospital.ca
2760,215,,Ashley Allen,Hematology Technician,450-157-6124,ashley.allen@healthcare.com
2761,299,,Alejandro Nielsen,Clinical Laboratory Technologist,438-607-6401,alejandro.nielsen@labservices.ca
2762,187,298,Eric Barrett,Blood Bank Specialist,418-914-3112,eric.barrett@hospital.ca
2763,6,,Amanda Jackson,Immunology Technician,450-272-6904,amanda.jackson@medcenter.ca
2764,176,125,Michael Harris,Clinical Research Technician,450-607-2427,michael.harris@hospital.ca
2765,146,,Benjamin Hogan,Immunology Technician,418-181-9617,benjamin.hogan@medcenter.ca
2766,29,,Joel Garcia,Blood Transfusion Officer,450-293-3815,joel.garcia@medcenter.ca
2767,271,,Anna Vasquez,Biomedical Scientist,418-065-2923,anna.vasquez@hospital.ca
2768,292,,Teresa Martinez,Clinical Trials Coordinator,450-740-5829,teresa.martinez@hospital.ca
2769,196,,Katrina Garcia,Blood Transfusion Officer,418-133-0333,katrina.garcia@medcenter.ca
2770,70,,Mark Higgins,Certified Phlebotomist,438-758-6193,mark.higgins@hospital.ca
2771,,,Ashley Brown PhD,Diagnostic Technician,514-862-5130,ashley.brown.phd@healthcare.com
2772,,,James Lin,Hematology Technician,450-643-4607,james.lin@hospital.ca
2773,,,Andrea Phelps,Medical Laboratory Assistant,418-396-6818,andrea.phelps@labservices.ca
2774,158,237,Diana Hughes,Quality Control Analyst,450-454-4205,diana.hughes@healthcare.com
2775,232,157,Daniel Bean,Serology Technician,438-078-8146,daniel.bean@healthcare.com
